id	TCGA-DD-AACL_StageI	TCGA-WJ-A86L_StageI	TCGA-EP-A2KC_StageI	TCGA-K7-A5RF_StageI	TCGA-G3-AAUZ_StageI	TCGA-DD-AAD1_StageI	TCGA-BD-A3EP_StageI	TCGA-DD-AAE6_StageI	TCGA-DD-AADJ_StageI	TCGA-DD-AAVZ_StageI	TCGA-2Y-A9GX_StageI	TCGA-DD-A1EG_StageI	TCGA-DD-AAE2_StageI	TCGA-XR-A8TC_StageI	TCGA-FV-A2QR_StageI	TCGA-DD-AAD2_StageI	TCGA-FV-A2QQ_StageI	TCGA-K7-A6G5_StageI	TCGA-DD-A4NN_StageI	TCGA-2Y-A9HB_StageI	TCGA-ED-A7PX_StageII	TCGA-DD-AACH_StageII	TCGA-ZS-A9CD_StageII	TCGA-5R-AA1C_StageII	TCGA-FV-A3I0_StageII	TCGA-ED-A5KG_StageII	TCGA-CC-5258_StageII	TCGA-DD-AAVU_StageII	TCGA-4R-AA8I_StageII	TCGA-KR-A7K7_StageII	TCGA-K7-AAU7_StageII	TCGA-5C-A9VG_StageII	TCGA-UB-A7MA_StageII	TCGA-CC-A9FS_StageII	TCGA-DD-A1EH_StageIII	TCGA-DD-A39W_StageIII	TCGA-CC-A7IE_StageIII	TCGA-BC-4073_StageIII	TCGA-CC-A7IH_StageIII	TCGA-CC-A3MA_StageIII	TCGA-BC-A216_StageIII	TCGA-CC-A7II_StageIII	TCGA-ED-A82E_StageIII	TCGA-LG-A9QD_StageIII	TCGA-DD-A4NE_StageIII	TCGA-G3-A25T_StageIII	TCGA-ED-A7XO_StageIII	TCGA-BW-A5NP_StageIV	TCGA-DD-A119_StageIV	TCGA-DD-A1EK_StageIV
hsa-mir-1912	0	0	0	0	0	0	0.258255	0	0	0	0	0	0	0	0	0	0	0	0	1.23467	0	0	0	0	0	0	0	0	0.213341	0	0	0	0	0	0	0.170648	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4767	0.628851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.471605	0	0	0	0	0	0.164058	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12582	0	0	0.109715	0	0	0.143642	0.228393	0	0	0
hsa-mir-1285-1	0	0	0	0.452897	0	0	0	0	0	0	0	0	0.120838	0	0	0	0	0	0	0	0	0	0.197849	0	0	0	0	0	0.213341	0	0	0	0.269166	0	0	0	0.403599	0	0	0	0	0	0	0	0.200571	0	0	0	0	0
hsa-mir-4433a	0.348422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197849	0	0.0919977	0.31135	0	0	0	0.256444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.635627	0
hsa-mir-6871	0	0	0	0	0	0	0	0	0	0	0	0.177147	0	0	0.497771	0	0	0	0	0	0.125679	0	0	0	0.0919977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12582	0	0.706828	0.109715	0	0	0	0	0	0	0
hsa-mir-6799	0	0	0	0	0	0	0.258255	0	0	0.127051	0	0	0.120838	0	0.185667	0	0	0	0	0	0	0.124386	0	0	0.0919977	0	0	0.160018	0	0	0	0	0	0	0	0	0	0	0	0.12582	0	0.396276	0	0	0	0	0.228393	0	0	0
hsa-mir-3139	0.628851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.792156	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269166	0	0	0	0	0	0	0	0	0	0.109715	0	0	0	0	0	0	0
hsa-mir-1909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125679	0.124386	0	0	0	0	0.318987	0	0	0.256444	0	0.135442	0	0.223995	0	0	0	0	0	0.12582	0	0	0.109715	0	0	0.143642	0.228393	0	0	0
hsa-mir-4789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.456904	0	0	0	0	0	0	0	0.337289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12582	0	0	0.109715	0.244681	0	0.274269	0.228393	0	0	0
hsa-mir-6832	0	0	0	0	0	0.142356	0	0	0	0	0	0	0	0	0	0	0	0	0.573154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.706828	0	0	0	0	0	0.353079	0	0
hsa-mir-7106	0	0	0	0	0	0.142356	0	0	0	0	0	0	0	0	0	0	0.456904	0	0.314855	0	0	0	0	0	0	0	0.318987	0.160018	0	0.256444	0	0	0	0	0	0	0	0	0	0.12582	0	0	0	0	0	0	0	0	0	0
hsa-mir-4770	0	0	0.270297	0	0	0	0.835216	0	0	0.127051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0919977	0	0	0	0.213341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228393	0	0	0
hsa-mir-3151	0	0	0	0	0	0	0	0	0	0.127051	0	0	0	0	0	0	0	0.56946	0	0	0	0	0.37181	0	0	0	0	0	0	0	0	0	0.269166	0	0	0	0	0.294902	0	0.12582	0	0	0	0	0	0	0	0	0	0
hsa-mir-1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254987	0	0	0	0	0.178479	0.784591	0	0	0	0.256444	0.141264	0.135442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6812	0	0	0	0	0	0	0.258255	0	0	0.127051	0	0	0	0	0	0	0	0	0	0	0.125679	0.124386	0	0	0	0	0	0	0	0	0	0.135442	0	0	0	0	0	0	0	0.12582	0.311266	0.396276	0	0	0	0.143642	0	0	0	0
hsa-mir-4719	0	0	0	0	0	0	0	0	0	0	0	0.177147	0	0	0	0	0	0	0	0	0	0.238896	0	0	0	0	0	0	0	0.47411	0	0	0	0	0	0	0	0.539634	0	0	0	0	0	0	0	0	0	0	0	0.291489
hsa-mir-5579	0	0	0	0	0	0	0	0	0	0	0.228912	0	0	0	0	0	0	0	0	0	0.125679	0.124386	0	0	0	0	0	0	0	0	0.141264	0	0	0	0	0	0	0	0	0	0	0.396276	0.109715	0	0.200571	0.394043	0	0	0	0
hsa-mir-6762	0.348422	0	0	0	0	0.142356	0	0	0	0.127051	0	0.177147	0	0	0	0	0	0	0	0	0.125679	0	0	0	0.178479	0	0.318987	0	0	0	0	0	0	0	0	0	0	0.294902	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4744	0	0	0	0	0	0	0	0	0	0.127051	0	0	0	0	0	0	0	0	0	0	0.125679	0.536274	0	0.146524	0.0919977	0	0.318987	0	0	0	0.141264	0	0	0.223995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6792	0	0	0	0	0.242121	0	0	0	0	0	0	0	0	0	0.185667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47411	0	0	0	0	0	0	0.403599	0	0	0	0	0.396276	0	0	0	0	0	0	0	0
hsa-mir-5591	0	0	0.270297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.539634	0	0	0	0	0	0	0	0	0	0	0.635627	0
hsa-mir-7848	0.628851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125679	0	0.197849	0	0	0	0	0.160018	0	0	0	0	0	0	0	0	0	0.294902	0	0	0	0	0	0	0	0	0	0	0	0.291489
hsa-mir-1236	0	0	0	0	0	0.142356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.396276	0	0.244681	0	0.274269	0	0.636513	0	0
hsa-mir-1246	0.348422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78924	0	0	0	0	0	0	0	0.213341	0	0	0	0	0	0	0	0	0	0	0	0.311266	0	0	0	0	0	0	0	0	0
hsa-mir-4684	0.628851	0	0.270297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279528	0.0919977	0	0	0	0	0	0	0	0	0	0	0.170648	0	0	0	0	0	0	0.211673	0	0	0	0	0	0	0
hsa-mir-4518	0	0	0	0	0	0	0	0	0	0.127051	0.228912	0.177147	0	0	0	0	0.803381	0	0	0	0	0	0	0.146524	0	0.164058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197849	0	0	0	0	0	0	0	0	0.135442	0	0	0	0	0	0.539634	0	0	0	0.396276	0	0	0	0.143642	0.228393	0	0	0
hsa-mir-3146	0	0	0	0	0	0	0.258255	0	0	0	0	0	0.120838	0.519798	0	0	0	0	0.314855	0.254987	0	0	0	0	0	0	0	0.160018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6780b	0	0	0	0	0	0	0	0	0.258004	0.127051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.653475	0	0	0	0.211673	0	0.37663	0	0	0	0	0
hsa-mir-6129	0	0	0	0	0.242121	0	0	0.242646	0.258004	0	0	0	0	0	0.185667	0	0	0	0	0.254987	0.125679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294902	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4489	0.348422	0	0	0	0	0	0.477223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.403599	0	0	0.241544	0	0	0	0	0	0	0	0	0	0
hsa-mir-4512	0	0	0	0	0	0	0	0	0	0	0.228912	0	0	0	0	0	0	0	0	0	0	0.124386	0	0	0.0919977	0.164058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.706828	0	0	0	0.274269	0	0	0	0
hsa-mir-3132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223995	0	0.323228	0.403599	0	0	0.12582	0	0.396276	0.109715	0	0	0	0	0	0	0
hsa-mir-6880	0.348422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.314855	0	0	0	0.197849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.363425	0	0	0	0.109715	0	0	0	0	0	0.244324	0
hsa-mir-4673	0	0	0	0	0	0	0	0	0	0	0.228912	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0919977	0.164058	0	0	0.213341	0	0.141264	0.135442	0	0	0	0	0	0	0	0	0.311266	0	0	0	0	0	0	0	0	0.291489
hsa-mir-5089	0	0	0	0	0.449388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24128	0	0	0	0	0	0	0	0	0	0	0	0.269166	0	0	0	0	0	0	0	0	0	0	0	0.37663	0	0.228393	0	0	0
hsa-mir-3182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.456904	0	0	0	0	0	0	0	0.337289	0	0	0	0	0	0	0	0	0	0	0	0.403599	0	0.363425	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124386	0.197849	0.146524	0.0919977	0	0.318987	0	0	0	0	0	0	0	0	0	0	0	0.363425	0	0	0	0.306897	0	0	0	0	0	0	0
hsa-mir-4773-1	0	0	0	0	0	0	0	0	0	0	0	0.177147	0	0	0	0	0	0	0	0	0.24128	0	0	0	0.0919977	0	0	0	0	0	0	0	0	0	0	0	0	0.539634	0	0.348669	0	0	0	0	0	0.143642	0	0	0	0
hsa-mir-4804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124386	0	0	0	0	0	0	0	0.256444	0	0.135442	0	0	0	0	0.403599	0	0	0	0	0	0.109715	0	0	0.274269	0.228393	0	0	0
hsa-mir-4642	0	0	0	0	0	0	0	0.242646	0	0.243813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.403599	0	0	0	0	0.396276	0	0	0	0	0.228393	0	0	0
hsa-mir-4771-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.264754	0	0	0	0	0	0	0	0	0	0	0	0	0.213341	0	0	0.135442	0	0	0	0	0.403599	0	0.363425	0.12582	0	0	0	0	0	0	0	0	0	0
hsa-mir-3159	0	0	0	0	0	0	0	0.242646	0	0	0	0.177147	0.120838	0	0	0	0	0	0	0	0	0.124386	0	0.146524	0.0919977	0	0	0.160018	0.213341	0	0	0	0	0.223995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-124-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24128	0	0	0	0	0	0.318987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.922662
hsa-mir-6775	0	0	0	0	0	0	0	0	0	0	0	0.334903	0	0	0.185667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47411	0	0	0	0	0	0.170648	0	0	0	0	0	0	0	0	0	0	0	0	0	0.291489
hsa-mir-6840	0	0.345922	0	0	0	0	0	0	0	0.127051	0	0.177147	0	0	0	0	0	0	0	0	0	0	0	0.146524	0.0919977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200571	0	0	0.353079	0	0
hsa-mir-4659b	0	0	0	0	0	0	0	0	0	0.127051	0	0	0.232332	0	0	0	0	0	0	0	0.125679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200571	0	0.753704	0	0	0
hsa-mir-2467	0.628851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.456904	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141264	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200571	0	0	0	0	0
hsa-mir-6809	0.348422	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185667	0	0	0	0	0	0.125679	0	0	0	0.0919977	0	0	0	0.399159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.274269	0	0	0	0
hsa-mir-6738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213341	0	0	0	0	0	0	0.323228	0	0	0	0.348669	0	0.396276	0	0	0	0.143642	0	0	0	0
hsa-mir-6836	0.348422	0	0	0	0	0	0	0	0	0.127051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.403599	0.294902	0	0	0	0	0	0	0	0	0.228393	0	0	0
hsa-mir-3198-1	0.348422	0	0	0	0.242121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124386	0	0.279528	0	0	0	0.160018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.244324	0
hsa-mir-449b	0	0.345922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34498	0	0	0.0919977	0	0	0	0	0.256444	0	0	0	0	0	0	0	0	0	0	0	0	0.211673	0	0	0.143642	0	0	0	0
hsa-mir-891b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164058	0	0	0.213341	0.256444	0	0	0	0	0	0	0	0	0.363425	0	0	0.396276	0	0	0	0	0	0	0	0
hsa-mir-7703	0.348422	0	0	0	0	0	0	0	0	0	0	0	0.335824	0	0	0	0	0	0	0	0	0	0.197849	0	0	0	0	0	0	0	0	0	0	0	0	0.170648	0	0	0	0	0	0	0.109715	0	0	0	0.228393	0	0	0
hsa-mir-4505	0	0	0	0	0	0.142356	0.477223	0	0	0	0.426427	0.177147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548ba	0	0.345922	0	0	0	0.142356	0	0	0	0	0	0	0	0	0	0.264754	0	0	0	0	0	0	0	0	0	0	0	0	0.213341	0	0	0	0	0	0	0	0	0	0	0	0	0	0.396224	0	0	0	0	0	0	0
hsa-mir-3180-4	0	0	0	0	0	0	0	0	0	0.351828	0	0	0	0	0	0.264754	0	0	0	0	0	0	0	0.146524	0	0	0.318987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.274269	0	0	0	0
hsa-mir-6831	0	0	0	0	0	0	0	0	0	0.127051	0	0	0	0	0	0	0	0	0.573154	0	0	0	0	0	0	0	0	0	0	0.256444	0	0	0	0	0	0	0	0	0	0	0	0.396276	0	0	0	0	0	0	0	0
hsa-mir-4492	0	0	0	0	0	0	0.258255	0	0	0	0.426427	0	0	0	0.185667	0	0	0	0	0	0	0	0	0	0.0919977	0	0	0	0	0	0.141264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.244324	0
hsa-mir-4761	0	0	0.270297	0	0	0	0	0	0	0	0	0	0	0	0.185667	0	0	0	0	0	0	0	0	0	0	0	0.318987	0	0	0	0	0	0	0	0	0.170648	0	0	0	0	0	0.396276	0	0	0	0	0	0	0	0
hsa-mir-6795	0	0	0	0.452897	0	0	0	0	0	0.127051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135442	0.269166	0	0	0	0	0	0	0	0	0	0.211673	0	0	0.143642	0	0	0	0
hsa-mir-6801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197849	0	0	0	0	0	0	0	0	0.135442	0	0.223995	0.155116	0	0	0	0	0	0	0.396276	0	0	0	0	0.228393	0	0	0
hsa-mir-3657	0	0	0	0	0	0	0	0	0	0.127051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0919977	0.31135	0	0	0	0	0.141264	0.259253	0	0	0	0	0	0	0	0	0	0.396276	0	0	0	0	0	0	0	0
hsa-mir-4669	0	0	0	0	0	0	0	0	0.666729	0	0	0	0.120838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213341	0	0	0	0	0	0.155116	0.170648	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4520-2	0	0	0	0.797073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223995	0	0	0	0.294902	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1825	0	0	0	0	0	0.142356	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.170648	0	0	0	0	0	0	0.109715	0	0	0	0.598924	0	0	0
hsa-mir-3685	0	0	0	0	0	0	0	0	0.258004	0	0	0	0	0	0	0	0	0	0	0	0	0.238896	0	0	0	0	0	0	0	0.256444	0	0	0	0	0	0	0.403599	0	0	0	0	0	0.109715	0	0	0	0	0	0	0
hsa-mir-622	0	0	0	0	0.242121	0	0	0	0	0	0	0	0	0	0	0	0.456904	0	0	0	0	0	0	0	0.0919977	0	0	0	0	0	0	0.259253	0	0	0	0	0	0	0	0	0	0	0.211673	0	0	0	0	0	0	0
hsa-mir-611	0.348422	0	0	0	0	0	0	0	0	0	0	0	0.120838	0	0	0	0	0	0	0	0.125679	0	0	0	0	0.164058	0	0	0	0	0	0	0	0.223995	0	0	0	0	0	0	0	0	0	0	0	0.274269	0	0	0	0
hsa-mir-4457	0	0	0	0	0	0	0	0.450298	0	0	0	0	0.120838	0	0	0	0	0	0	0	0	0.238896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294902	0	0	0	0	0	0	0	0.143642	0	0	0	0
hsa-mir-4798	0	0	0	0	0	0	0	0	0	0	0	0.177147	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164058	0.318987	0	0	0	0.141264	0.135442	0	0	0	0	0	0	0	0	0.311266	0	0	0	0	0	0	0	0	0
hsa-mir-6084	0	0	0	0	0	0	0.258255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213341	0.256444	0.141264	0.373273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3175	0	0	0	0	0	0	0.258255	0	0	0	0	0	0	0	0.185667	0	0	0	0	0	0	0	0	0	0.0919977	0	0	0	0	0	0.141264	0	0	0	0	0	0	0	0	0	0	0	0.211673	0	0	0	0	0.353079	0	0
hsa-mir-6817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197849	0	0.0919977	0	0.318987	0	0	0.256444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143642	0.228393	0	0	0
hsa-mir-5691	0	0	0	0	0	0	0	0	0	0	0	0	0.120838	0	0	0	0	0	0.314855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.403599	0	0	0	0	0.396276	0	0	0	0	0	0	0	0
hsa-mir-4720	0	0	0	0.452897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254987	0	0	0.197849	0	0.0919977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228393	0	0	0
hsa-mir-3160-2	0.348422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124386	0	0	0	0	0	0	0.213341	0	0	0	0	0	0	0	0	0	0	0	0.311266	0	0	0	0	0	0.228393	0	0	0
hsa-mir-4451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56946	0	0	0	0	0	0	0	0	0	0	0.399159	0.256444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4679-1	0	0	0	0	0	0.142356	0.258255	0	0	0	0.228912	0	0	0	0	0	0	0	0	0	0	0	0	0.146524	0	0.31135	0	0	0	0	0	0.135442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6073	0	0	0	0	0.242121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254987	0	0	0	0	0	0	0.318987	0	0	0.256444	0.141264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1539	0.348422	0	0.270297	0	0.242121	0	0	0	0.258004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0919977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1286	0	0.345922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124386	0.197849	0	0	0	0	0.160018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143642	0.228393	0	0	0
hsa-mir-4637	0	0	0	0	0.242121	0	0	0.242646	0	0.127051	0	0.177147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.399159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135442	0	0	0.295161	0	0	0	0	0	0	0	0	0	0.200571	0	0	0	0	0.533867
hsa-mir-4686	0	0	0	0.452897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197849	0	0	0	0	0	0	0	0.497214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.748809	0	0	0	0	0	0	0	0.143642	0	0	0	0
hsa-mir-4750	0	0.345922	0	0	0	0	0	0	0	0	0	0	0	0	0.185667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.461205	0	0	0	0	0	0	0	0	0	0.143642	0	0	0	0
hsa-mir-4519	0	0	0	0	0	0	0	0	0	0.243813	0	0	0	0	0	0	0	0	0	0.254987	0	0	0	0	0	0.164058	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12582	0	0	0	0	0.200571	0.143642	0	0	0	0
hsa-mir-876	0	0	0.270297	0	0	0	0	0	0	0	0	0.177147	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164058	0	0	0	0	0	0	0	0.223995	0	0	0	0.294902	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4768	0	0	0	0	0	0	0.258255	0	0	0	0	0	0	0	0.185667	0	0.456904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228393	0	0	0
hsa-mir-4778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238896	0	0	0.178479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.706828	0	0	0	0	0	0	0	0
hsa-mir-6796	0	0	0	0	0	0.142356	0	0	0	0.127051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.539634	0	0	0.311266	0	0	0	0	0	0	0	0	0
hsa-mir-606	0	0	0.270297	0	0	0	0	0.242646	0	0	0	0	0	0	0.185667	0	0	0	0	0	0	0	0	0	0	0.164058	0	0	0	0.256444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6827	0	0	0	0	0	0.142356	0	0	0	0	0	0	0	0	0.185667	0	0	0	0	0	0	0	0	0.146524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12582	0	0	0.306897	0	0.200571	0	0	0	0	0
hsa-mir-6769b	0	0	0.270297	0	0	0	0.258255	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125679	0	0	0	0.178479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109715	0	0	0.143642	0	0	0	0
hsa-mir-4648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.456904	0	0.314855	0	0	0	0	0	0	0.164058	0	0	0	0	0.141264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4426	0.348422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0919977	0	0	0	0	0	0	0	0	0	0	0	0.403599	0	0	0	0	0	0	0	0	0	0.228393	0	0	0
hsa-mir-6756	0	0	0	0	0	0	0	0	0	0.127051	0	0	0	0	0	0.264754	0	0	0	0	0	0	0	0	0.0919977	0.164058	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12582	0	0	0	0	0	0	0	0	0	0.291489
hsa-mir-4639	0	0	0	0	0	0	0	0	0	0.127051	0	0	0	0	0	0	0.456904	0	0	0	0	0.124386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.211673	0	0	0.143642	0	0	0	0
hsa-mir-4478	0	0	0	0	0.242121	0	0.258255	0	0	0	0.228912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.323228	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6822	0	0	0	0	0	0	0	0	0	0.127051	0.228912	0	0	0	0.185667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.353079	0	0
hsa-mir-4712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24128	0.124386	0	0	0	0	0	0	0	0.256444	0	0.135442	0	0	0	0	0	0	0	0	0	0	0	0	0	0.274269	0	0	0	0
